id,name,localId,category,rarity,set_id,set_name,set_series,artist,illustrator,hp,types,stage,attack_count,attacks_json,weaknesses_json,resistances_json,retreat,regulation_mark,image_small,image_high,variants_json,cardmarket_url,cardmarket_updated_at,cardmarket_avg1,cardmarket_avg7,cardmarket_avg30,cardmarket_low_price,cardmarket_trend,cardmarket_reverse_holo_sell,cardmarket_reverse_holo_low,cardmarket_reverse_holo_trend,tcgplayer_updated_at,tcgplayer_prices_json,cardmarket_updated_at,cardmarket_avg,cardmarket_low,cardmarket_trend,cardmarket_avg1,cardmarket_avg7,cardmarket_avg30,cardmarket_avg_holo,cardmarket_low_holo,cardmarket_trend_holo,normal_market,reverse_market,holo_market,raw_estimate,ace8_estimate,ace9_estimate,ace10_estimate
ecard1-51,Machamp,51,Pokemon,Rare,ecard1,Expedition Base Set,,,Shin-ichi Yoshida,120,Fighting,Stage2,1,"[{""cost"": [""Fighting"", ""Fighting"", ""Colorless"", ""Colorless""], ""name"": ""Iron Fist"", ""effect"": ""Count the number of Pok\u00e9mon you have in play with damage counters on them. Flip a coin. If heads, this attack does 50 damage plus 10 more damage for each of those Pok\u00e9mon."", ""damage"": ""50+""}]","[{""type"": ""Psychic"", ""value"": ""\u00d72""}]",[],2,,https://assets.tcgdex.net/en/ecard/ecard1/51/low.png,https://assets.tcgdex.net/en/ecard/ecard1/51/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,74.99,66.63,56.94,2.5,82.07,,,,,{},2026-05-30T00:47:09.000Z,59.14,2.5,82.07,74.99,66.63,56.94,22,2.5,17.36,,,,56.94,,,62.08
bw6-51,Drifblim,51,Pokemon,Rare,bw6,Dragons Exalted,,,Kanako Eo,100,Psychic,Stage1,2,"[{""cost"": [""Colorless""], ""name"": ""Shadow Steal"", ""effect"": ""Does 50 damage times the number of Special Energy cards in your opponent's discard pile."", ""damage"": 50}, {""cost"": [""Psychic"", ""Colorless""], ""name"": ""Plentiful Placement"", ""effect"": ""Put 4 damage counters on 1 of your opponent's Pok\u00e9mon.""}]","[{""type"": ""Darkness"", ""value"": ""\u00d72""}]",[],1,,https://assets.tcgdex.net/en/bw/bw6/51/low.png,https://assets.tcgdex.net/en/bw/bw6/51/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.44,0.47,0.6,0.1,0.45,,,,,{},2026-05-30T00:47:09.000Z,0.55,0.1,0.45,0.44,0.47,0.6,1.59,0.25,1.37,,,,0.6,,,
bw10-51,Throh,51,Pokemon,Common,bw10,Plasma Blast,,,Naoki Saito,100,Fighting,Basic,2,"[{""cost"": [""Fighting"", ""Colorless""], ""name"": ""Freestyle Strike"", ""effect"": ""Flip 2 coins. This attack does 30 damage times the number of heads."", ""damage"": 30}, {""cost"": [""Fighting"", ""Colorless"", ""Colorless""], ""name"": ""Shoulder Throw"", ""effect"": ""Does 80 damage minus 20 damage for each Colorless in the Defending Pok\u00e9mon's Retreat Cost."", ""damage"": 80}]","[{""type"": ""Psychic"", ""value"": ""\u00d72""}]",[],3,,https://assets.tcgdex.net/en/bw/bw10/51/low.png,https://assets.tcgdex.net/en/bw/bw10/51/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.1,0.19,0.19,0.02,0.2,,,,,{},2026-05-30T00:47:09.000Z,0.22,0.02,0.2,0.1,0.19,0.19,0.8,0.1,0.98,,,,0.19,,,
bw5-51,Yamask,51,Pokemon,Uncommon,bw5,Dark Explorers,,,Aya Kusube,60,Psychic,Basic,1,"[{""cost"": [""Colorless""], ""name"": ""Astonish"", ""effect"": ""Flip a coin. If heads, choose a card at random from your opponent's hand. Your opponent reveals that card and shuffles it into his or her deck."", ""damage"": 10}]","[{""type"": ""Darkness"", ""value"": ""\u00d72""}]",[],1,,https://assets.tcgdex.net/en/bw/bw5/51/low.png,https://assets.tcgdex.net/en/bw/bw5/51/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.4,0.15,0.2,0.02,0.15,,,,,{},2026-05-30T00:47:09.000Z,0.15,0.02,0.15,0.4,0.15,0.2,0.58,0.25,1.36,,,,0.2,,,
bw11-51,Zekrom,51,Pokemon,Rare,bw11,Legendary Treasures,,,Kagemaru Himeno,130,Lightning,Basic,2,"[{""cost"": [""Colorless"", ""Colorless""], ""name"": ""Outrage"", ""effect"": ""Does 10 more damage for each damage counter on this Pok\u00e9mon."", ""damage"": 20}, {""cost"": [""Lightning"", ""Lightning"", ""Colorless""], ""name"": ""Bolt Strike"", ""effect"": ""This Pok\u00e9mon does 40 damage to itself."", ""damage"": 120}]","[{""type"": ""Fighting"", ""value"": ""\u00d72""}]",[],2,,https://assets.tcgdex.net/en/bw/bw11/51/low.png,https://assets.tcgdex.net/en/bw/bw11/51/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,4.5,3.82,4.15,2.9,4.17,,,,,{},2026-05-30T00:47:09.000Z,3.48,2.9,4.17,4.5,3.82,4.15,9.12,3.95,9.77,,,,4.15,,,
basep-51,Rapidash,51,Pokemon,Common,basep,Wizards Black Star Promos,,,Mitsuhiro Arita,60,Fire,Stage1,2,"[{""cost"": [""Colorless"", ""Colorless""], ""name"": ""Jump Over"", ""effect"": ""If you opponent has any Benched Pok\u00e9mon, choose 1 of them. Flip a coin. If heads, this attack does 20 damage to that Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)""}, {""cost"": [""Fire"", ""Colorless"", ""Colorless""], ""name"": ""Super Singe"", ""effect"": ""Flip a coin. If heads, the Defending Pok\u00e9mon is now Burned."", ""damage"": 30}]","[{""type"": ""Water"", ""value"": ""\u00d72""}]",[],0,,https://assets.tcgdex.net/en/base/basep/51/low.png,https://assets.tcgdex.net/en/base/basep/51/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
bw8-51,Galvantula,51,Pokemon,Uncommon,bw8,Plasma Storm,,,Hajime Kusajima,80,Lightning,Stage1,2,"[{""cost"": [""Lightning""], ""name"": ""Discharge"", ""effect"": ""Discard all Lightning Energy attached to this Pok\u00e9mon. This attack does 30 damage times the number of Energy cards you discarded."", ""damage"": 30}, {""cost"": [""Colorless"", ""Colorless""], ""name"": ""Signal Beam"", ""effect"": ""Flip a coin. If heads, the Defending Pok\u00e9mon is now Confused."", ""damage"": 30}]","[{""type"": ""Fighting"", ""value"": ""\u00d72""}]",[],0,,https://assets.tcgdex.net/en/bw/bw8/51/low.png,https://assets.tcgdex.net/en/bw/bw8/51/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.26,0.25,0.27,0.04,0.26,,,,,{},2026-05-30T00:47:09.000Z,0.23,0.04,0.26,0.26,0.25,0.27,1.48,0.38,1.49,,,,0.27,,,
bw9-51,Metang,51,Pokemon,Uncommon,bw9,Plasma Freeze,,,Kouki Saitou,90,Psychic,Stage1,2,"[{""cost"": [""Psychic""], ""name"": ""Psy Bolt"", ""effect"": ""Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed."", ""damage"": 10}, {""cost"": [""Psychic"", ""Colorless"", ""Colorless""], ""name"": ""Psypunch"", ""damage"": 50}]","[{""type"": ""Psychic"", ""value"": ""\u00d72""}]",[],2,,https://assets.tcgdex.net/en/bw/bw9/51/low.png,https://assets.tcgdex.net/en/bw/bw9/51/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.02,0.14,0.17,0.02,0.15,,,,,{},2026-05-30T00:47:09.000Z,0.14,0.02,0.15,0.02,0.14,0.17,1.15,0.3,0.75,,,,0.17,,,
gym1-51,Lt. Surge's Raticate,51,Pokemon,Uncommon,gym1,Gym Heroes,,,Ken Sugimori,70,Colorless,Stage1,1,"[{""cost"": [""Colorless""], ""name"": ""Super Fang"", ""effect"": ""Does damage to the Defending Pok\u00e9mon equal to half the Defending Pok\u00e9mon's remaining HP (rounded up to the nearest 10).""}]","[{""type"": ""Fighting"", ""value"": ""\u00d72""}]","[{""type"": ""Psychic"", ""value"": ""-30""}]",1,,https://assets.tcgdex.net/en/gym/gym1/51/low.png,https://assets.tcgdex.net/en/gym/gym1/51/high.png,"{""firstEdition"": true, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.97,1.55,1.57,0.1,2.6,,,,,{},2026-05-30T00:47:09.000Z,1.64,0.1,2.6,0.97,1.55,1.57,,,0.08,,,,1.57,,,
base4-51,Magmar,51,Pokemon,Uncommon,base4,Base Set 2,,,Ken Sugimori,50,Fire,Basic,2,"[{""cost"": [""Fire"", ""Fire""], ""name"": ""Fire Punch"", ""damage"": 30}, {""cost"": [""Fire"", ""Fire"", ""Colorless""], ""name"": ""Flamethrower"", ""effect"": ""Discard 1 Energy card attached to Magmar in order to use this attack."", ""damage"": 50}]","[{""type"": ""Water"", ""value"": ""\u00d72""}]",[],2,,https://assets.tcgdex.net/en/base/base4/51/low.png,https://assets.tcgdex.net/en/base/base4/51/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.6,0.93,1.27,0.1,0.8,,,,,{},2026-05-30T00:47:09.000Z,1.22,0.1,0.8,0.6,0.93,1.27,,,0.9,,,,1.27,,,
xy11-51,Hoopa,51,Pokemon,Rare,xy11,Steam Siege,,,Yoshinobu Saito,130,Psychic,Basic,2,"[{""cost"": [""Colorless""], ""name"": ""Hyperspace Punch"", ""effect"": ""This attack does 20 damage to 2 of your opponent's Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)""}, {""cost"": [""Psychic"", ""Psychic"", ""Psychic""], ""name"": ""Portal Strike"", ""effect"": ""This Pok\u00e9mon can't use Portal Strike during your next turn."", ""damage"": 130}]","[{""type"": ""Psychic"", ""value"": ""\u00d72""}]",[],2,,https://assets.tcgdex.net/en/xy/xy11/51/low.png,https://assets.tcgdex.net/en/xy/xy11/51/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.3,0.39,0.4,0.05,0.3,,,,,{},2026-05-30T00:47:09.000Z,0.32,0.05,0.3,0.3,0.39,0.4,0.63,0.05,0.88,,,,0.4,,,
xy1-52,Whirlipede,52,Pokemon,Uncommon,xy1,XY,,,Kagemaru Himeno,90,Psychic,Stage1,1,"[{""cost"": [""Psychic"", ""Colorless""], ""name"": ""Continuous Tumble"", ""effect"": ""Flip a coin until you get tails. This attack does 30 damage times the number of heads."", ""damage"": ""30\u00d7""}]","[{""type"": ""Psychic"", ""value"": ""\u00d72""}]",[],3,,https://assets.tcgdex.net/en/xy/xy1/52/low.png,https://assets.tcgdex.net/en/xy/xy1/52/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.02,0.1,0.12,0.02,0.13,,,,,{},2026-05-30T00:47:09.000Z,0.14,0.02,0.13,0.02,0.1,0.12,0.51,0.02,0.52,,,,0.12,,,
swsh8-52,Staryu,52,Pokemon,Common,swsh8,Fusion Strike,,,tetsuya koizumi,60,Water,Basic,2,"[{""cost"": [""Colorless""], ""name"": ""Soak in Water"", ""effect"": ""Attach a {W} Energy card from your hand to this Pok\u00e9mon.""}, {""cost"": [""Water""], ""name"": ""Spinning Attack"", ""damage"": 10}]",[],[],1,E,https://assets.tcgdex.net/en/swsh/swsh8/52/low.png,https://assets.tcgdex.net/en/swsh/swsh8/52/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.15,0.05,0.05,0.02,0.03,,,,,{},2026-05-30T00:47:09.000Z,0.04,0.02,0.03,0.15,0.05,0.05,0.26,0.02,0.25,,,,0.05,,,
swsh6-52,Thundurus,52,Pokemon,Holo Rare,swsh6,Chilling Reign,,,Souichirou Gunjima,120,Lightning,Basic,2,"[{""cost"": [""Lightning""], ""name"": ""Assisting Spark"", ""effect"": ""You may attach a Lightning Energy card from your hand to 1 of your Benched Pok\u00e9mon."", ""damage"": 30}, {""cost"": [""Lightning"", ""Lightning"", ""Colorless""], ""name"": ""Thunder"", ""effect"": ""This Pok\u00e9mon also does 30 damage to itself."", ""damage"": 130}]","[{""type"": ""Fighting"", ""value"": ""\u00d72""}]",[],1,E,https://assets.tcgdex.net/en/swsh/swsh6/52/low.png,https://assets.tcgdex.net/en/swsh/swsh6/52/high.png,"{""firstEdition"": false, ""holo"": true, ""normal"": false, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.1,0.12,0.17,0.02,0.13,,,,,{},2026-05-30T00:47:09.000Z,0.18,0.02,0.13,0.1,0.12,0.17,0.42,0.02,0.41,,,,0.17,,,
swsh3.5-52,Great Ball,52,Trainer,Uncommon,swsh3.5,Champion's Path,,,Toyste Beach,,,,0,[],[],[],0,D,https://assets.tcgdex.net/en/swsh/swsh3.5/52/low.png,https://assets.tcgdex.net/en/swsh/swsh3.5/52/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.04,0.06,0.08,0.02,0.08,,,,,{},2026-05-30T00:47:09.000Z,0.09,0.02,0.08,0.04,0.06,0.08,0.22,0.02,0.23,,,,0.08,,,
swsh12.5-052,Zeraora,52,Pokemon,Rare,swsh12.5,Crown Zenith,,,,120,Lightning,Basic,1,"[{""cost"": [""Lightning"", ""Colorless""], ""name"": ""Wild Charge"", ""effect"": ""This Pok\u00e9mon also does 20 damage to itself."", ""damage"": 70}]",[],[],1,E,https://assets.tcgdex.net/en/swsh/swsh12.5/052/low.png,https://assets.tcgdex.net/en/swsh/swsh12.5/052/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.04,0.13,0.09,0.02,0.11,,,,,{},2026-05-30T00:47:09.000Z,0.07,0.02,0.11,0.04,0.13,0.09,0.51,0.05,0.57,,,,0.09,,,
swsh9-052,Pachirisu,52,Pokemon,Uncommon,swsh9,Brilliant Stars,,,,70,Lightning,Basic,1,"[{""cost"": [""Lightning"", ""Colorless""], ""name"": ""Windup Thunder"", ""effect"": ""This attack does 30 damage for each Pok\u00e9mon Tool attached to all of your Pok\u00e9mon."", ""damage"": ""30\u00d7""}]",[],[],1,F,https://assets.tcgdex.net/en/swsh/swsh9/052/low.png,https://assets.tcgdex.net/en/swsh/swsh9/052/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.02,0.03,0.05,0.02,0.05,,,,,{},2026-05-30T00:47:09.000Z,0.05,0.02,0.05,0.02,0.03,0.05,0.15,0.02,0.17,,,,0.05,,,
swsh4.5-52,Eevee,52,Pokemon,Common,swsh4.5,Shining Fates,,,so-taro,60,Colorless,Basic,2,"[{""cost"": [""Colorless""], ""name"": ""Signs of Evolution"", ""effect"": ""Search your deck for a card that evolves from Eevee, reveal it, and put it into your hand. Then, shuffle your deck.""}, {""cost"": [""Colorless"", ""Colorless""], ""name"": ""Wild Kick"", ""effect"": ""Flip a coin. If tails, this attack does nothing."", ""damage"": 30}]","[{""type"": ""Fighting"", ""value"": ""\u00d72""}]",[],1,D,https://assets.tcgdex.net/en/swsh/swsh4.5/52/low.png,https://assets.tcgdex.net/en/swsh/swsh4.5/52/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.09,0.07,0.08,0.02,0.11,,,,,{},2026-05-30T00:47:09.000Z,0.08,0.02,0.11,0.09,0.07,0.08,0.48,0.05,0.38,,,,0.08,,,
swsh2-52,Arrokuda,52,Pokemon,Common,swsh2,Rebel Clash,,,Mina Nakai,60,Water,Basic,1,"[{""cost"": [""Water""], ""name"": ""Rain Splash"", ""damage"": 20}]","[{""type"": ""Lightning"", ""value"": ""\u00d72""}]",[],1,D,https://assets.tcgdex.net/en/swsh/swsh2/52/low.png,https://assets.tcgdex.net/en/swsh/swsh2/52/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.04,0.04,0.04,0.02,0.06,,,,,{},2026-05-30T00:47:09.000Z,0.05,0.02,0.06,0.04,0.04,0.04,0.15,0.04,0.14,,,,0.04,,,
swsh11-052,Pikachu,52,Pokemon,Common,swsh11,Lost Origin,,,,60,Lightning,Basic,1,"[{""cost"": [""Lightning"", ""Colorless"", ""Colorless""], ""name"": ""Whimsy Tackle"", ""effect"": ""Flip a coin. If tails, this attack does nothing."", ""damage"": 50}]",[],[],1,F,https://assets.tcgdex.net/en/swsh/swsh11/052/low.png,https://assets.tcgdex.net/en/swsh/swsh11/052/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.06,0.16,0.14,0.02,0.14,,,,,{},2026-05-30T00:47:09.000Z,0.14,0.02,0.14,0.06,0.16,0.14,2.62,0.5,3.61,,,,0.14,,15.07,
swsh4-52,Manectric,52,Pokemon,Rare,swsh4,Vivid Voltage,,,SATOSHI NAKAI,120,Lightning,Stage1,1,"[{""cost"": [""Lightning"", ""Colorless"", ""Colorless""], ""name"": ""Electric Ball"", ""damage"": 100}]","[{""type"": ""Fighting"", ""value"": ""\u00d72""}]",[],0,D,https://assets.tcgdex.net/en/swsh/swsh4/52/low.png,https://assets.tcgdex.net/en/swsh/swsh4/52/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.08,0.14,0.17,0.02,0.22,,,,,{},2026-05-30T00:47:09.000Z,0.2,0.02,0.22,0.08,0.14,0.17,0.41,0.02,0.47,,,,0.17,,,
swsh12-052,Lanturn,52,Pokemon,Uncommon,swsh12,Silver Tempest,,,,120,Lightning,Stage1,2,"[{""cost"": [""Lightning""], ""name"": ""Ram"", ""damage"": 30}, {""cost"": [""Lightning"", ""Lightning"", ""Colorless""], ""name"": ""Strong Volt"", ""effect"": ""Discard 2 Energy from this Pok\u00e9mon."", ""damage"": 160}]",[],[],2,F,https://assets.tcgdex.net/en/swsh/swsh12/052/low.png,https://assets.tcgdex.net/en/swsh/swsh12/052/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.1,0.03,0.04,0.02,0.04,,,,,{},2026-05-30T00:47:09.000Z,0.04,0.02,0.04,0.1,0.03,0.04,0.14,0.02,0.15,,,,0.04,,,
sm9-52,Zeraora,52,Pokemon,Rare,sm9,Team Up,,,Kouki Saitou,120,Lightning,Basic,2,"[{""cost"": [""Colorless""], ""name"": ""Slash"", ""damage"": 20}, {""cost"": [""Lightning"", ""Lightning"", ""Colorless""], ""name"": ""Wild Charge"", ""effect"": ""This Pok\u00e9mon does 20 damage to itself."", ""damage"": 120}]","[{""type"": ""Fighting"", ""value"": ""\u00d72""}]","[{""type"": ""Metal"", ""value"": ""-20""}]",1,,https://assets.tcgdex.net/en/sm/sm9/52/low.png,https://assets.tcgdex.net/en/sm/sm9/52/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,1.3,2.16,2.07,0.6,2.38,,,,,{},2026-05-30T00:47:09.000Z,2.15,0.6,2.38,1.3,2.16,2.07,2.28,1.2,3.52,,,,2.07,,,
sm5-52,Drifblim,52,Pokemon,Uncommon,sm5,Ultra Prism,,,Yumi,110,Psychic,Stage1,2,"[{""cost"": [""Colorless"", ""Colorless""], ""name"": ""Damage Transport"", ""effect"": ""Move 4 damage counters from each of your Pok\u00e9mon to your opponent\u2019s Active Pok\u00e9mon.""}, {""cost"": [""Psychic"", ""Colorless"", ""Colorless""], ""name"": ""Wind Wheel"", ""effect"": ""Your opponent switches their Active Pok\u00e9mon with 1 of their Benched Pok\u00e9mon."", ""damage"": 80}]","[{""type"": ""Lightning"", ""value"": ""\u00d72""}]","[{""type"": ""Fighting"", ""value"": ""-20""}]",1,,https://assets.tcgdex.net/en/sm/sm5/52/low.png,https://assets.tcgdex.net/en/sm/sm5/52/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.07,0.12,0.13,0.02,0.11,,,,,{},2026-05-30T00:47:09.000Z,0.15,0.02,0.11,0.07,0.12,0.13,0.38,0.15,0.35,,,,0.13,,,
sm3.5-52,Zorua,52,Pokemon,Common,sm3.5,Shining Legends,,,kodama,60,Darkness,Basic,2,"[{""cost"": [""Darkness""], ""name"": ""Stampede"", ""damage"": 10}, {""cost"": [""Colorless"", ""Colorless""], ""name"": ""Ram"", ""damage"": 20}]","[{""type"": ""Fighting"", ""value"": ""\u00d72""}]","[{""type"": ""Psychic"", ""value"": ""-20""}]",1,,,,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.1,0.12,0.14,0.02,0.15,,,,,{},2026-05-30T00:47:09.000Z,0.15,0.02,0.15,0.1,0.12,0.14,0.62,0.05,0.79,,,,0.14,,,
sm10-52,Frogadier,52,Pokemon,Uncommon,sm10,Unbroken Bonds,,,Satoshi Shirai,80,Water,Stage1,1,"[{""cost"": [""Colorless""], ""name"": ""Afterimage Strike"", ""effect"": ""If any damage is done to this Pok\u00e9mon by attacks during your opponent\u2019s next turn, flip a coin. If heads, prevent that damage."", ""damage"": 20}]","[{""type"": ""Grass"", ""value"": ""\u00d72""}]",[],1,,https://assets.tcgdex.net/en/sm/sm10/52/low.png,https://assets.tcgdex.net/en/sm/sm10/52/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.31,0.21,0.17,0.02,0.21,,,,,{},2026-05-30T00:47:09.000Z,0.16,0.02,0.21,0.31,0.21,0.17,0.35,0.05,0.55,,,,0.17,,,
sm12-52,Walrein,52,Pokemon,Rare,sm12,Cosmic Eclipse,,,Ayaka Yoshida,160,Water,Stage2,2,"[{""cost"": [""Water""], ""name"": ""Cold Snap"", ""effect"": ""Your opponent can\u2019t play any Trainer cards from their hand during their next turn. If 1 of your Pok\u00e9mon used Cold Snap during your last turn, this attack can\u2019t be used."", ""damage"": 60}, {""cost"": [""Water"", ""Colorless"", ""Colorless"", ""Colorless""], ""name"": ""Blizzard"", ""effect"": ""This attack does 10 damage to each of your opponent\u2019s Benched Pok\u00e9mon. (Don\u2019t apply Weakness and Resistance for Benched Pok\u00e9mon.)"", ""damage"": 120}]","[{""type"": ""Metal"", ""value"": ""\u00d72""}]",[],4,,https://assets.tcgdex.net/en/sm/sm12/52/low.png,https://assets.tcgdex.net/en/sm/sm12/52/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.4,0.38,0.45,0.1,0.52,,,,,{},2026-05-30T00:47:09.000Z,0.37,0.1,0.52,0.4,0.38,0.45,0.9,0.12,0.87,,,,0.45,,,
sm4-52,Cubone,52,Pokemon,Common,sm4,Crimson Invasion,,,sui,70,Fighting,Basic,2,"[{""cost"": [""Colorless""], ""name"": ""Leer"", ""effect"": ""Flip a coin. If heads, your opponent\u2019s Active Pok\u00e9mon is now Paralyzed.""}, {""cost"": [""Colorless"", ""Colorless""], ""name"": ""Headbutt"", ""damage"": 20}]","[{""type"": ""Grass"", ""value"": ""\u00d72""}]",[],2,,https://assets.tcgdex.net/en/sm/sm4/52/low.png,https://assets.tcgdex.net/en/sm/sm4/52/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.29,0.08,0.11,0.02,0.13,,,,,{},2026-05-30T00:47:09.000Z,0.13,0.02,0.13,0.29,0.08,0.11,0.44,0.02,0.4,,,,0.11,,,
sm1-52,Vikavolt,52,Pokemon,Rare,sm1,Sun & Moon,,,Hitoshi Ariga,150,Lightning,Stage2,1,"[{""cost"": [""Lightning"", ""Colorless"", ""Colorless"", ""Colorless""], ""name"": ""Electro Cannon"", ""effect"": ""Discard 3 Energy from this Pok\u00e9mon."", ""damage"": 150}]","[{""type"": ""Fighting"", ""value"": ""\u00d72""}]","[{""type"": ""Metal"", ""value"": ""-20""}]",3,,https://assets.tcgdex.net/en/sm/sm1/52/low.png,https://assets.tcgdex.net/en/sm/sm1/52/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,1.1,0.65,0.71,0.05,0.7,,,,,{},2026-05-30T00:47:09.000Z,0.76,0.05,0.7,1.1,0.65,0.71,1.08,0.1,1,,,,0.71,,,
sm115-52,Blaine’s Last Stand,52,Trainer,Rare,sm115,Hidden Fates,,,Ken Sugimori,,,,0,[],[],[],0,,https://assets.tcgdex.net/en/sm/sm115/52/low.png,https://assets.tcgdex.net/en/sm/sm115/52/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
sm6-52,Skrelp,52,Pokemon,Common,sm6,Forbidden Light,,,Mina Nakai,60,Psychic,Basic,1,"[{""cost"": [""Psychic""], ""name"": ""Hook"", ""damage"": 10}]","[{""type"": ""Psychic"", ""value"": ""\u00d72""}]",[],1,,https://assets.tcgdex.net/en/sm/sm6/52/low.png,https://assets.tcgdex.net/en/sm/sm6/52/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.08,0.1,0.09,0.02,0.1,,,,,{},2026-05-30T00:47:09.000Z,0.11,0.02,0.1,0.08,0.1,0.09,0.17,0.09,0.2,,,,0.09,,,
